full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Baroque\josefa-de-obidos_pears-and-marasca-cherries-in-a-basket.jpg,Baroque\josefa-de-obidos_pears-and-marasca-cherries-in-a-basket.jpg,Baroque,josefa-de-obidos_pears-and-marasca-cherries-in-a-basket.jpg,The items in the image seem very grand indicating wealth and happiness,contentment
data\raw\wikiart\Realism\konstantin-makovsky_genre-scene-2.jpg,Realism\konstantin-makovsky_genre-scene-2.jpg,Realism,konstantin-makovsky_genre-scene-2.jpg,This reminds me of sitting around the fire with my family. The colors show dusk and makes me feel calm,contentment
data\raw\wikiart\Art_Nouveau_Modern\alphonse-mucha_self-portrait-1907.jpg,Art_Nouveau_Modern\alphonse-mucha_self-portrait-1907.jpg,Art_Nouveau_Modern,alphonse-mucha_self-portrait-1907.jpg,Interesting to see a painting of a painter!,amusement
data\raw\wikiart\Expressionism\kees-van-dongen_josephine-baker-1925.jpg,Expressionism\kees-van-dongen_josephine-baker-1925.jpg,Expressionism,kees-van-dongen_josephine-baker-1925.jpg,This is a MAGNIFICENT portrayal of Josephine Baker. Very fun and whimsical.,awe
data\raw\wikiart\Post_Impressionism\jan-sluyters_houses-in-the-snow-print.jpg,Post_Impressionism\jan-sluyters_houses-in-the-snow-print.jpg,Post_Impressionism,jan-sluyters_houses-in-the-snow-print.jpg,The color of the snow contrasts well with the back ground buildings,contentment
data\raw\wikiart\Romanticism\sir-lawrence-alma-tadema_flag-of-truce-1900.jpg,Romanticism\sir-lawrence-alma-tadema_flag-of-truce-1900.jpg,Romanticism,sir-lawrence-alma-tadema_flag-of-truce-1900.jpg,Thr lady pondering flowers with an amused look,contentment
data\raw\wikiart\Expressionism\amedeo-modigliani_portrait-of-chaim-soutine-1917.jpg,Expressionism\amedeo-modigliani_portrait-of-chaim-soutine-1917.jpg,Expressionism,amedeo-modigliani_portrait-of-chaim-soutine-1917.jpg,His somber face and dark clothes feels as if he is to attend a funeral. The red is his underlying anger at death.,sadness
data\raw\wikiart\Romanticism\gustave-dore_satan-s-flight-through-chaos.jpg,Romanticism\gustave-dore_satan-s-flight-through-chaos.jpg,Romanticism,gustave-dore_satan-s-flight-through-chaos.jpg,The man looks like he has dragon wings,contentment
data\raw\wikiart\Realism\viktor-vasnetsov_the-farmer-at-the-table-1877.jpg,Realism\viktor-vasnetsov_the-farmer-at-the-table-1877.jpg,Realism,viktor-vasnetsov_the-farmer-at-the-table-1877.jpg,I am amused by this fellow's shappy clothes and his facial expression.  Is he drunk?,amusement
data\raw\wikiart\Post_Impressionism\gustave-loiseau_cligancourt-street-in-paris-1924.jpg,Post_Impressionism\gustave-loiseau_cligancourt-street-in-paris-1924.jpg,Post_Impressionism,gustave-loiseau_cligancourt-street-in-paris-1924.jpg,The dreary colors make me think that it might be raining in the picture.,something else
data\raw\wikiart\Expressionism\amadeo-de-souza-cardoso_woman-sevant-1914.jpg,Expressionism\amadeo-de-souza-cardoso_woman-sevant-1914.jpg,Expressionism,amadeo-de-souza-cardoso_woman-sevant-1914.jpg,This look violent with nothing to explain what is happening.,fear
data\raw\wikiart\Abstract_Expressionism\geta-bratescu_spaces-2005(7).jpg,Abstract_Expressionism\geta-bratescu_spaces-2005(7).jpg,Abstract_Expressionism,geta-bratescu_spaces-2005(7).jpg,the lack of background and structure gives me a feeling of boring,something else
data\raw\wikiart\Impressionism\walter-sickert_baccarat-the-fur-cape-1920.jpg,Impressionism\walter-sickert_baccarat-the-fur-cape-1920.jpg,Impressionism,walter-sickert_baccarat-the-fur-cape-1920.jpg,Happy painting of people gathered at a table together to play a game.,contentment
data\raw\wikiart\Impressionism\robert-julian-onderdonk_untitled-1.jpg,Impressionism\robert-julian-onderdonk_untitled-1.jpg,Impressionism,robert-julian-onderdonk_untitled-1.jpg,The look on the woman's face makes me amused as she seems so sure of herself.,amusement
data\raw\wikiart\High_Renaissance\michelangelo_the-ancestors-of-christ-boaz-obed-1512.jpg,High_Renaissance\michelangelo_the-ancestors-of-christ-boaz-obed-1512.jpg,High_Renaissance,michelangelo_the-ancestors-of-christ-boaz-obed-1512.jpg,The old man looks malnourished and ignored.,sadness
data\raw\wikiart\Early_Renaissance\donatello_zuccone-statue-of-the-prophet-habakkuk-1425.jpg,Early_Renaissance\donatello_zuccone-statue-of-the-prophet-habakkuk-1425.jpg,Early_Renaissance,donatello_zuccone-statue-of-the-prophet-habakkuk-1425.jpg,Reminds me of a gross old corpse.,fear
data\raw\wikiart\Rococo\francisco-bayeu-y-subias_el-paseo-de-las-delicias-en-madrid-1785.jpg,Rococo\francisco-bayeu-y-subias_el-paseo-de-las-delicias-en-madrid-1785.jpg,Rococo,francisco-bayeu-y-subias_el-paseo-de-las-delicias-en-madrid-1785.jpg,I feel like some bad things are going to happen here.,fear
data\raw\wikiart\Realism\vasily-vereshchagin_before-the-confession-at-the-entrance-to-a-village-church-1888.jpg,Realism\vasily-vereshchagin_before-the-confession-at-the-entrance-to-a-village-church-1888.jpg,Realism,vasily-vereshchagin_before-the-confession-at-the-entrance-to-a-village-church-1888.jpg,The scene seems quite warm and relaxing for the man who rests inside the home.,contentment
data\raw\wikiart\Post_Impressionism\ion-pacea_natur-static-cu-gips-antic.jpg,Post_Impressionism\ion-pacea_natur-static-cu-gips-antic.jpg,Post_Impressionism,ion-pacea_natur-static-cu-gips-antic.jpg,Made me confused why there is a foot on the table,something else
data\raw\wikiart\Post_Impressionism\henri-matisse_the-olive.jpg,Post_Impressionism\henri-matisse_the-olive.jpg,Post_Impressionism,henri-matisse_the-olive.jpg,the deep brush strokes make this image seem like there is a creatures from the halls of Hades being summoned,fear
data\raw\wikiart\Color_Field_Painting\peter-busa_black-magic.jpg,Color_Field_Painting\peter-busa_black-magic.jpg,Color_Field_Painting,peter-busa_black-magic.jpg,These dark black swatches seem intense and upsetting,anger
data\raw\wikiart\Baroque\frans-hals_fisher-girl-1632.jpg,Baroque\frans-hals_fisher-girl-1632.jpg,Baroque,frans-hals_fisher-girl-1632.jpg,"This woman looks very pleased to be in the field, but the colors are nicely contrasted",contentment
data\raw\wikiart\Impressionism\kazimir-malevich_underwear-on-the-fence-1903.jpg,Impressionism\kazimir-malevich_underwear-on-the-fence-1903.jpg,Impressionism,kazimir-malevich_underwear-on-the-fence-1903.jpg,The laundry hanging on the rail is drying in the fresh summer air,contentment
data\raw\wikiart\Impressionism\lovis-corinth_the-walchensee-in-the-moonlight-1920.jpg,Impressionism\lovis-corinth_the-walchensee-in-the-moonlight-1920.jpg,Impressionism,lovis-corinth_the-walchensee-in-the-moonlight-1920.jpg,It looks like the town is being swallowed or overtaken. Or it’s just nighttime.,something else
data\raw\wikiart\Romanticism\nikolai-ge_marble-saw-in-carrara.jpg,Romanticism\nikolai-ge_marble-saw-in-carrara.jpg,Romanticism,nikolai-ge_marble-saw-in-carrara.jpg,"The water and the trees are beautifully rendered and the lighting of the environment is soft, bright, and welcoming.",contentment
data\raw\wikiart\Realism\ilya-repin_nicholas-of-myra-eliminates-the-death-of-three-innocent-prisoners-1890.jpg,Realism\ilya-repin_nicholas-of-myra-eliminates-the-death-of-three-innocent-prisoners-1890.jpg,Realism,ilya-repin_nicholas-of-myra-eliminates-the-death-of-three-innocent-prisoners-1890.jpg,A man appears to be on the verge of getting his head chopped off.,fear
data\raw\wikiart\Ukiyo_e\tsukioka-yoshitoshi_takatoki-tengu.jpg,Ukiyo_e\tsukioka-yoshitoshi_takatoki-tengu.jpg,Ukiyo_e,tsukioka-yoshitoshi_takatoki-tengu.jpg,An ancient depiction of an oriental man trying to chase away evil spirits.,fear
data\raw\wikiart\Post_Impressionism\luigi-russolo_memories-of-a-night-1911.jpg,Post_Impressionism\luigi-russolo_memories-of-a-night-1911.jpg,Post_Impressionism,luigi-russolo_memories-of-a-night-1911.jpg,The color differentiation and the faces looks haunted.,fear
data\raw\wikiart\Impressionism\claude-monet_waterloo-bridge-dawn-1901.jpg,Impressionism\claude-monet_waterloo-bridge-dawn-1901.jpg,Impressionism,claude-monet_waterloo-bridge-dawn-1901.jpg,The green foliage of the trees reflects beautifully against the water.  This almost looks like a Monet painting.,contentment
data\raw\wikiart\Impressionism\pierre-auguste-renoir_self-portrait-with-a-white-hat-1910.jpg,Impressionism\pierre-auguste-renoir_self-portrait-with-a-white-hat-1910.jpg,Impressionism,pierre-auguste-renoir_self-portrait-with-a-white-hat-1910.jpg,I just want to run my fingers through the soft beard!,contentment
data\raw\wikiart\Romanticism\francisco-goya_attack-on-a-coach-1793.jpg,Romanticism\francisco-goya_attack-on-a-coach-1793.jpg,Romanticism,francisco-goya_attack-on-a-coach-1793.jpg,The bodies in front of the horseless cart and the person begging for mercy along the side makes me dislike the armed people.,disgust
data\raw\wikiart\Romanticism\jan-matejko_henryk-krajewski.jpg,Romanticism\jan-matejko_henryk-krajewski.jpg,Romanticism,jan-matejko_henryk-krajewski.jpg,His right hand looks crippled or majorly deformed and scary,disgust
data\raw\wikiart\Romanticism\karl-bryullov_portrait-of-singer-a-ya-petrova.jpg,Romanticism\karl-bryullov_portrait-of-singer-a-ya-petrova.jpg,Romanticism,karl-bryullov_portrait-of-singer-a-ya-petrova.jpg,A beautiful girl in curls learning her lines for the play.,excitement
data\raw\wikiart\Baroque\guido-reni_death-of-cleopatra-1598.jpg,Baroque\guido-reni_death-of-cleopatra-1598.jpg,Baroque,guido-reni_death-of-cleopatra-1598.jpg,"the woman is displaying a detailed and realistic neck and chest, which is impressive in artwork.",awe
data\raw\wikiart\Baroque\frans-hals_a-boy-with-a-viol-1630.jpg,Baroque\frans-hals_a-boy-with-a-viol-1630.jpg,Baroque,frans-hals_a-boy-with-a-viol-1630.jpg,already at his tender age the artist communicates clearly with his Muse,awe
data\raw\wikiart\Cubism\fernand-leger_the-woman-leaves-the-woman-with-the-bird.jpg,Cubism\fernand-leger_the-woman-leaves-the-woman-with-the-bird.jpg,Cubism,fernand-leger_the-woman-leaves-the-woman-with-the-bird.jpg,I love the bronze look to the women's face,amusement
data\raw\wikiart\Art_Nouveau_Modern\anna-ostroumova-lebedeva_chain-bridge-in-st-petersburg-1903.jpg,Art_Nouveau_Modern\anna-ostroumova-lebedeva_chain-bridge-in-st-petersburg-1903.jpg,Art_Nouveau_Modern,anna-ostroumova-lebedeva_chain-bridge-in-st-petersburg-1903.jpg,this image displays gloom to me. too sad.,sadness
data\raw\wikiart\Fauvism\max-pechstein_unknown-title.jpg,Fauvism\max-pechstein_unknown-title.jpg,Fauvism,max-pechstein_unknown-title.jpg,"The unusual colours shouldn't work for a portrait, but they do. The pink in particular makes me happy.",excitement
data\raw\wikiart\Impressionism\joaquã­n-sorolla_clotilde-with-hat.jpg,Impressionism\joaquã­n-sorolla_clotilde-with-hat.jpg,Impressionism,joaquã­n-sorolla_clotilde-with-hat.jpg,The hat is huge! Love how much space it takes up.,awe
data\raw\wikiart\Symbolism\nicholas-roerich_himalayas-46.jpg,Symbolism\nicholas-roerich_himalayas-46.jpg,Symbolism,nicholas-roerich_himalayas-46.jpg,bright sunny mountain landscape with blue sky and clouds brightens up the mood,awe
data\raw\wikiart\Romanticism\john-everett-millais_ophelia.jpg,Romanticism\john-everett-millais_ophelia.jpg,Romanticism,john-everett-millais_ophelia.jpg,This woman looks like she's committing suicide by drowning herself,fear
data\raw\wikiart\Expressionism\henry-moore_west-wind-1928.jpg,Expressionism\henry-moore_west-wind-1928.jpg,Expressionism,henry-moore_west-wind-1928.jpg,"The strange positioning and shape of the human sculpture evokes a sense of curiosity, of wondering why this is here and was made this way.",something else
data\raw\wikiart\New_Realism\john-french-sloan_nude-red-hair-standing-1928.jpg,New_Realism\john-french-sloan_nude-red-hair-standing-1928.jpg,New_Realism,john-french-sloan_nude-red-hair-standing-1928.jpg,I admire her lack of shame.,awe
data\raw\wikiart\Early_Renaissance\fra-angelico_archangel-gabriel-annunciate-1433.jpg,Early_Renaissance\fra-angelico_archangel-gabriel-annunciate-1433.jpg,Early_Renaissance,fra-angelico_archangel-gabriel-annunciate-1433.jpg,it's a beautiful painting of an angel which makes me feel awe because it's also looks golden and like it's radiating warmth and happiness,awe
data\raw\wikiart\Symbolism\mikhail-nesterov_alenushka.jpg,Symbolism\mikhail-nesterov_alenushka.jpg,Symbolism,mikhail-nesterov_alenushka.jpg,I really love her outfit and those details at the bottom bring it all together.,contentment
data\raw\wikiart\Post_Impressionism\maxime-maufra_at-sunrise-in-a-valley-brittany-1916.jpg,Post_Impressionism\maxime-maufra_at-sunrise-in-a-valley-brittany-1916.jpg,Post_Impressionism,maxime-maufra_at-sunrise-in-a-valley-brittany-1916.jpg,on a dirt pathway approching the house by the hill,contentment
data\raw\wikiart\Impressionism\childe-hassam_sea-and-rocks-appledore-isles-of-shoals.jpg,Impressionism\childe-hassam_sea-and-rocks-appledore-isles-of-shoals.jpg,Impressionism,childe-hassam_sea-and-rocks-appledore-isles-of-shoals.jpg,The colours of the rocks and cliffsides are beautiful.,contentment
data\raw\wikiart\Romanticism\fyodor-solntsev_royal-and-nobleman-clothing-of-the-xvii-century.jpg,Romanticism\fyodor-solntsev_royal-and-nobleman-clothing-of-the-xvii-century.jpg,Romanticism,fyodor-solntsev_royal-and-nobleman-clothing-of-the-xvii-century.jpg,The short man in the middle's face makes me think he just realized something like he left his oven on at home.,amusement
data\raw\wikiart\Realism\pyotr-konchalovsky_sketch-of-portrait-of-of-the-writer-sukhotin-1934.jpg,Realism\pyotr-konchalovsky_sketch-of-portrait-of-of-the-writer-sukhotin-1934.jpg,Realism,pyotr-konchalovsky_sketch-of-portrait-of-of-the-writer-sukhotin-1934.jpg,"The expression on the guys face is calm, the smoking jacket looks nice, just a friendly discussion.",contentment
data\raw\wikiart\New_Realism\edward-hopper_lighthouse-hill.jpg,New_Realism\edward-hopper_lighthouse-hill.jpg,New_Realism,edward-hopper_lighthouse-hill.jpg,This looks so lonely.,sadness
data\raw\wikiart\Ukiyo_e\katsushika-hokusai_the-fields-of-sekiya-by-the-sumida-river-1831.jpg,Ukiyo_e\katsushika-hokusai_the-fields-of-sekiya-by-the-sumida-river-1831.jpg,Ukiyo_e,katsushika-hokusai_the-fields-of-sekiya-by-the-sumida-river-1831.jpg,"This picture makes me sad because by all appearances, it would seem that they are in a race for their life, or running from something scary.",sadness
data\raw\wikiart\Impressionism\william-merritt-chase_portrait-of-president-william-waugh-smith.jpg,Impressionism\william-merritt-chase_portrait-of-president-william-waugh-smith.jpg,Impressionism,william-merritt-chase_portrait-of-president-william-waugh-smith.jpg,The dark colors seem scary as the man looks as if he's handing down a negative judgement.,fear
data\raw\wikiart\Early_Renaissance\leonardo-da-vinci_perspectival-study-of-the-adoration-of-the-magi.jpg,Early_Renaissance\leonardo-da-vinci_perspectival-study-of-the-adoration-of-the-magi.jpg,Early_Renaissance,leonardo-da-vinci_perspectival-study-of-the-adoration-of-the-magi.jpg,This picture is very confusing. It is hard to understand what is going on. It looks like multiple paintings layered on top of eachother.,something else
data\raw\wikiart\Impressionism\pierre-auguste-renoir_the-painter-taking-a-stroll-at-cagnes.jpg,Impressionism\pierre-auguste-renoir_the-painter-taking-a-stroll-at-cagnes.jpg,Impressionism,pierre-auguste-renoir_the-painter-taking-a-stroll-at-cagnes.jpg,This painting makes me excited. The quick short brush strokes makes it look like there is movement and excitement in the jungle.,excitement
data\raw\wikiart\Realism\isaac-levitan_high-waters-1895.jpg,Realism\isaac-levitan_high-waters-1895.jpg,Realism,isaac-levitan_high-waters-1895.jpg,The color tones make this stark landscape look bleak and lonely.,sadness
data\raw\wikiart\Impressionism\pierre-auguste-renoir_portrait-of-a-woman.jpg,Impressionism\pierre-auguste-renoir_portrait-of-a-woman.jpg,Impressionism,pierre-auguste-renoir_portrait-of-a-woman.jpg,The lady's facial expression looks as if somthing bad has just happened in her life .,sadness
data\raw\wikiart\Symbolism\odilon-redon_yellow-boat.jpg,Symbolism\odilon-redon_yellow-boat.jpg,Symbolism,odilon-redon_yellow-boat.jpg,"This ship appears to be sailing into trouble, since the red and orange sky signals that a storm is brewing",fear
data\raw\wikiart\Contemporary_Realism\eric-fischl_krefeld-project-bathroom-scene-2.jpg,Contemporary_Realism\eric-fischl_krefeld-project-bathroom-scene-2.jpg,Contemporary_Realism,eric-fischl_krefeld-project-bathroom-scene-2.jpg,I don't want to see these gross people bathing.  I think the woman on the right is also disgusted by herself.,disgust
data\raw\wikiart\Impressionism\john-singer-sargent_steps-of-a-palace-1903.jpg,Impressionism\john-singer-sargent_steps-of-a-palace-1903.jpg,Impressionism,john-singer-sargent_steps-of-a-palace-1903.jpg,This point of view as we approach the steps of the canal makes me excited to explore behind the archway.,excitement
data\raw\wikiart\Fauvism\alberto-magnelli_man-smoking-1914.jpg,Fauvism\alberto-magnelli_man-smoking-1914.jpg,Fauvism,alberto-magnelli_man-smoking-1914.jpg,I am amused because it looks like the guy might be laughing and having a good time. He also looks kind of funny with the weird yellow spots on his shirt.,amusement
data\raw\wikiart\Baroque\francisco-de-zurbaran_brother-alonso-de-ocana.jpg,Baroque\francisco-de-zurbaran_brother-alonso-de-ocana.jpg,Baroque,francisco-de-zurbaran_brother-alonso-de-ocana.jpg,he reminds me of church which brings me homey memories,contentment
data\raw\wikiart\Realism\vladimir-makovsky_guitar-player-1879.jpg,Realism\vladimir-makovsky_guitar-player-1879.jpg,Realism,vladimir-makovsky_guitar-player-1879.jpg,An old man playing a stringed instrument while looking up,excitement
data\raw\wikiart\Naive_Art_Primitivism\fernand-leger_trouville-1949.jpg,Naive_Art_Primitivism\fernand-leger_trouville-1949.jpg,Naive_Art_Primitivism,fernand-leger_trouville-1949.jpg,these looks like gangsters collecting some gambling debts,fear
data\raw\wikiart\Cubism\jean-metzinger_femme-assise-en-robe-bleue-1950.jpg,Cubism\jean-metzinger_femme-assise-en-robe-bleue-1950.jpg,Cubism,jean-metzinger_femme-assise-en-robe-bleue-1950.jpg,because of the sharp edges and the dark colors of the coffee cup.,amusement
data\raw\wikiart\Cubism\amedee-ozenfant_composition-ii-1929.jpg,Cubism\amedee-ozenfant_composition-ii-1929.jpg,Cubism,amedee-ozenfant_composition-ii-1929.jpg,The unique shapes are enjoyable to look at and thus bring contentment.,contentment
data\raw\wikiart\Abstract_Expressionism\paul-jenkins_not_detected_235714.jpg,Abstract_Expressionism\paul-jenkins_not_detected_235714.jpg,Abstract_Expressionism,paul-jenkins_not_detected_235714.jpg,"I normally don't like images of smears of paint, but this sort of looks like an iridescent fabric being dropped and shimmering.",contentment
data\raw\wikiart\Naive_Art_Primitivism\maria-primachenko_maiden-and-cossack-enjoying-a-ride-on-horseback-1982.jpg,Naive_Art_Primitivism\maria-primachenko_maiden-and-cossack-enjoying-a-ride-on-horseback-1982.jpg,Naive_Art_Primitivism,maria-primachenko_maiden-and-cossack-enjoying-a-ride-on-horseback-1982.jpg,"This is a funny picture, theres a huge horse with two tiny people...it amuses me.",amusement
data\raw\wikiart\Impressionism\henry-herbert-la-thangue_gathering-oranges-1929.jpg,Impressionism\henry-herbert-la-thangue_gathering-oranges-1929.jpg,Impressionism,henry-herbert-la-thangue_gathering-oranges-1929.jpg,Getting ready to travel a great distance to ask a young lady to marry him.,contentment
data\raw\wikiart\Cubism\albert-gleizes_the-schoolboy-1924.jpg,Cubism\albert-gleizes_the-schoolboy-1924.jpg,Cubism,albert-gleizes_the-schoolboy-1924.jpg,It's hard to make out a face but the colors are exciting.,excitement
data\raw\wikiart\Symbolism\mstislav-dobuzhinsky_white-nights-1922-2(1).jpg,Symbolism\mstislav-dobuzhinsky_white-nights-1922-2(1).jpg,Symbolism,mstislav-dobuzhinsky_white-nights-1922-2(1).jpg,The black and white tones and the figures on the bottom make it look like it's very sad.,sadness
data\raw\wikiart\High_Renaissance\leonardo-da-vinci_head-of-saint-anne.jpg,High_Renaissance\leonardo-da-vinci_head-of-saint-anne.jpg,High_Renaissance,leonardo-da-vinci_head-of-saint-anne.jpg,The subject is attractive and her smile looks peaceful,contentment
data\raw\wikiart\Impressionism\john-singer-sargent_flotsam-and-jetsam-1908.jpg,Impressionism\john-singer-sargent_flotsam-and-jetsam-1908.jpg,Impressionism,john-singer-sargent_flotsam-and-jetsam-1908.jpg,The water has been trashed since there is so much garbage everywhere,disgust
data\raw\wikiart\Impressionism\iosif-iser_oriental-landscape.jpg,Impressionism\iosif-iser_oriental-landscape.jpg,Impressionism,iosif-iser_oriental-landscape.jpg,It looks like an orange grove and is peaceful.,contentment
data\raw\wikiart\Baroque\guido-reni_angels-1627.jpg,Baroque\guido-reni_angels-1627.jpg,Baroque,guido-reni_angels-1627.jpg,Donald Trump considered adding a toddler division to his World Wide Wrestling promotions.,disgust
data\raw\wikiart\Expressionism\filipp-malyavin_nude.jpg,Expressionism\filipp-malyavin_nude.jpg,Expressionism,filipp-malyavin_nude.jpg,The naked woman has some beautiful thick thighs.,excitement
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_sea-1919.jpg,Art_Nouveau_Modern\nicholas-roerich_sea-1919.jpg,Art_Nouveau_Modern,nicholas-roerich_sea-1919.jpg,The painting doesnt have any coloring and seems unfinished.,disgust
data\raw\wikiart\Expressionism\lucian-freud_lawrence-gowing.jpg,Expressionism\lucian-freud_lawrence-gowing.jpg,Expressionism,lucian-freud_lawrence-gowing.jpg,multiple intersecting and broken lines cover up the face,disgust
data\raw\wikiart\Romanticism\maxim-vorobiev_view-from-window-1821.jpg,Romanticism\maxim-vorobiev_view-from-window-1821.jpg,Romanticism,maxim-vorobiev_view-from-window-1821.jpg,"Soft green and yellow decor gives a soft feeling, the open windows suggest freedom, and nature seen out of the windows make me feel at ease. It feels like a vacation.",contentment
data\raw\wikiart\Post_Impressionism\jacques-villon_l-espagnole-1928.jpg,Post_Impressionism\jacques-villon_l-espagnole-1928.jpg,Post_Impressionism,jacques-villon_l-espagnole-1928.jpg,"the girl looks so cute, the background too",excitement
data\raw\wikiart\Realism\pyotr-konchalovsky_still-life-meat-and-poultry-1936.jpg,Realism\pyotr-konchalovsky_still-life-meat-and-poultry-1936.jpg,Realism,pyotr-konchalovsky_still-life-meat-and-poultry-1936.jpg,"I do not want to see these animals destroyed and gutted, absolutely gross.",disgust
data\raw\wikiart\Expressionism\ernst-ludwig-kirchner_portrait-of-art-dealer-manfred-shames-1932.jpg,Expressionism\ernst-ludwig-kirchner_portrait-of-art-dealer-manfred-shames-1932.jpg,Expressionism,ernst-ludwig-kirchner_portrait-of-art-dealer-manfred-shames-1932.jpg,The woman has the man back in the photo which puts me in an adoring awe,awe
data\raw\wikiart\Realism\ivan-kramskoy_kramsky-who-writes-a-portrait-of-his-daughter-sofia-ivanovna-archaeology-from-marriage-juncker-1884.jpg,Realism\ivan-kramskoy_kramsky-who-writes-a-portrait-of-his-daughter-sofia-ivanovna-archaeology-from-marriage-juncker-1884.jpg,Realism,ivan-kramskoy_kramsky-who-writes-a-portrait-of-his-daughter-sofia-ivanovna-archaeology-from-marriage-juncker-1884.jpg,This man is painting someone from memory who he has lost and loves.,sadness
data\raw\wikiart\Baroque\peter-paul-rubens_the-abduction-of-ganymede-1612.jpg,Baroque\peter-paul-rubens_the-abduction-of-ganymede-1612.jpg,Baroque,peter-paul-rubens_the-abduction-of-ganymede-1612.jpg,An eagle is carrying away a man in heaven as he says goodbye his girls. This is the most alpha thing I've seen.,excitement
data\raw\wikiart\Baroque\cornelis-de-vos_portrait-of-a-nobleman-and-three-children.jpg,Baroque\cornelis-de-vos_portrait-of-a-nobleman-and-three-children.jpg,Baroque,cornelis-de-vos_portrait-of-a-nobleman-and-three-children.jpg,"The various indications of nobility, like the fancy clothes, and the sense that these people hardly seen the sunlight (having a white clear skin), gives a sense of elitism, which is disgusting.",disgust
data\raw\wikiart\Symbolism\george-frederick-watts_judgement-of-paris.jpg,Symbolism\george-frederick-watts_judgement-of-paris.jpg,Symbolism,george-frederick-watts_judgement-of-paris.jpg,I wish I could see the faces of the other people,something else
data\raw\wikiart\Realism\vasily-surikov_evening-in-petersburg-1871.jpg,Realism\vasily-surikov_evening-in-petersburg-1871.jpg,Realism,vasily-surikov_evening-in-petersburg-1871.jpg,The bright lights seem quite beautiful in the way they illuminate the scene.,awe
data\raw\wikiart\Romanticism\ivan-aivazovsky_the-bay-of-naples-on-misty-morning-1874.jpg,Romanticism\ivan-aivazovsky_the-bay-of-naples-on-misty-morning-1874.jpg,Romanticism,ivan-aivazovsky_the-bay-of-naples-on-misty-morning-1874.jpg,The fog in the artwork is calming.  I like seeing the tops of hills in the background through the fog.,contentment
data\raw\wikiart\Post_Impressionism\wassily-kandinsky_rapallo-grauer-day-1905.jpg,Post_Impressionism\wassily-kandinsky_rapallo-grauer-day-1905.jpg,Post_Impressionism,wassily-kandinsky_rapallo-grauer-day-1905.jpg,The boat looks lost in the lake without a passanger.,fear
data\raw\wikiart\Ukiyo_e\kitagawa-utamaro_kisegawa-of-matsubaya-from-the-series-seven-komachis-of-yoshiwara-c-1795-woodblock-print.jpg,Ukiyo_e\kitagawa-utamaro_kisegawa-of-matsubaya-from-the-series-seven-komachis-of-yoshiwara-c-1795-woodblock-print.jpg,Ukiyo_e,kitagawa-utamaro_kisegawa-of-matsubaya-from-the-series-seven-komachis-of-yoshiwara-c-1795-woodblock-print.jpg,"Her headress is funny, to me. It looks like she is wearing a golden plate and cutlery on her head.",amusement
data\raw\wikiart\Impressionism\pierre-auguste-renoir_lydia-sieligmann-1917.jpg,Impressionism\pierre-auguste-renoir_lydia-sieligmann-1917.jpg,Impressionism,pierre-auguste-renoir_lydia-sieligmann-1917.jpg,The yellow object on the woman's chest looks like a hummingbird has landed on her blouse.,amusement
data\raw\wikiart\Cubism\juan-gris_fruit-bowl-pipe-and-newspaper.jpg,Cubism\juan-gris_fruit-bowl-pipe-and-newspaper.jpg,Cubism,juan-gris_fruit-bowl-pipe-and-newspaper.jpg,The colors remind me of earth tones and remind me of the earth,awe
data\raw\wikiart\Impressionism\eugene-boudin_rouen-the-santa-catherine-coast-morning-mist-1895.jpg,Impressionism\eugene-boudin_rouen-the-santa-catherine-coast-morning-mist-1895.jpg,Impressionism,eugene-boudin_rouen-the-santa-catherine-coast-morning-mist-1895.jpg,"I feel calm and at ease when i look at this, very realistic and peaceful.",contentment
data\raw\wikiart\Impressionism\claude-monet_orchard-in-bloom.jpg,Impressionism\claude-monet_orchard-in-bloom.jpg,Impressionism,claude-monet_orchard-in-bloom.jpg,the way the white tree blooms  are highlighted from the sun shinning,awe
data\raw\wikiart\Romanticism\konstantin-makovsky_portrait-13.jpg,Romanticism\konstantin-makovsky_portrait-13.jpg,Romanticism,konstantin-makovsky_portrait-13.jpg,The colors are all dark and gloomy and the kids faces are sad,sadness
data\raw\wikiart\Romanticism\caspar-david-friedrich_canyon-in-the-resin.jpg,Romanticism\caspar-david-friedrich_canyon-in-the-resin.jpg,Romanticism,caspar-david-friedrich_canyon-in-the-resin.jpg,"after taking a closer look i see images of 2 people, this one is interesting",something else
data\raw\wikiart\Romanticism\ivan-aivazovsky_the-shipwreck-1875.jpg,Romanticism\ivan-aivazovsky_the-shipwreck-1875.jpg,Romanticism,ivan-aivazovsky_the-shipwreck-1875.jpg,I have a new idea for studio apartments. Design them to look like ships and build them in hills along the coast so they look like shipwrecked vessels.,excitement
data\raw\wikiart\Impressionism\claude-monet_blanche-hoschede.jpg,Impressionism\claude-monet_blanche-hoschede.jpg,Impressionism,claude-monet_blanche-hoschede.jpg,The paint texture makes the shirt look like its made of wool or large heaps of cotton.,something else
data\raw\wikiart\Baroque\rembrandt_the-ship-of-fortune-1633.jpg,Baroque\rembrandt_the-ship-of-fortune-1633.jpg,Baroque,rembrandt_the-ship-of-fortune-1633.jpg,History of unruly and lewd displays of power can be seen here.,disgust
